ID	NAME	ORGANISM	SCORE	TAXID	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS	SPECIES
YP_081566.1	envelope protein UL131A 	Human herpesvirus 5	236.6	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ADE62341.1	UL131A 	Human herpesvirus 5	236.6	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AMO64793.1	envelope protein UL131A 	Human herpesvirus 5	236.2	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI11683.1	envelope protein UL131A 	Human herpesvirus 5	235.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AAO11766.1	envelope protein UL131A 	Human herpesvirus 5	235.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ82671.1	envelope protein UL131A 	Human herpesvirus 5	235.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ABA86643.1	UL131A 	Human herpesvirus 5	235.5	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AMJ52811.1	envelope protein UL131A 	Human herpesvirus 5	235.5	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI11018.1	envelope protein UL131A 	Human herpesvirus 5	235.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI12514.1	envelope protein UL131A 	Human herpesvirus 5	235.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AFR56272.1	envelope protein UL131A 	Human herpesvirus 5	235.2	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ADB84822.1	envelope protein UL131A 	Human herpesvirus 5	235.0	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ85703.1	envelope protein UL131A 	Human herpesvirus 5	234.9	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHB19755.1	envelope protein UL131A 	Human herpesvirus 5	234.9	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ADV04435.1	truncated envelope protein UL131A 	Human herpesvirus 5	234.6	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI08836.1	envelope protein UL131A 	Human herpesvirus 5	234.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI10182.1	envelope protein UL131A 	Human herpesvirus 5	234.0	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ADG36333.1	UL131a protein 	Human herpesvirus 5	233.6	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI12348.1	envelope protein UL131A 	Human herpesvirus 5	233.5	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ADB84774.1	envelope protein UL131A 	Human herpesvirus 5	233.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ABA86640.1	UL131A 	Human herpesvirus 5	232.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ABA86639.1	UL131A 	Human herpesvirus 5	232.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ADF30839.1	UL131A 	Human herpesvirus 5	232.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AMJ53977.1	envelope protein UL131A 	Human herpesvirus 5	232.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AFR55436.1	envelope protein UL131A 	Human herpesvirus 5	231.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ABA86635.1	UL131A 	Human herpesvirus 5	230.9	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ABA86648.1	UL131A 	Human herpesvirus 5	230.9	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ABA86637.1	UL131A 	Human herpesvirus 5	226.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ABA86630.1	UL131A 	Human herpesvirus 5	221.2	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ABA86644.1	UL131A 	Human herpesvirus 5	219.2	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ABA86647.1	UL131A 	Human herpesvirus 5	218.0	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ABA86629.1	UL131A 	Human herpesvirus 5	211.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ABA86646.1	UL131A 	Human herpesvirus 5	210.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
NP_612750.1	envelope protein UL131A 	Panine herpesvirus 2	184.7	188763	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Panine betaherpesvirus 2
YP_004940135.1	envelope protein UL131A 	Aotine herpesvirus 1	168.5	50290	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Aotine betaherpesvirus 1
AFL03445.1	Rh157.6 	Macacine herpesvirus 3	150.8	47929	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Macacine betaherpesvirus 3
AAZ80676.1	rhUL131a 	Macacine herpesvirus 3	150.6	47929	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Macacine betaherpesvirus 3
ABS84073.1	RhUL131a 	Macacine herpesvirus 3	150.5	47929	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Macacine betaherpesvirus 3
ABV45242.1	RhUL131a 	Macacine herpesvirus 3	148.8	47929	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Macacine betaherpesvirus 3
AAA75384.1	L1 	Human herpesvirus 5	144.2	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ADD92456.1	UL131a 	Macacine herpesvirus 3	141.3	47929	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Macacine betaherpesvirus 3
YP_004936085.1	envelope protein UL131A 	Cercopithecine herpesvirus 5	135.4	50292	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Cercopithecine betaherpesvirus 5
ADE62350.1	UL131 	Cercopithecine herpesvirus 5	131.2	50292	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Cercopithecine betaherpesvirus 5
ADE62344.1	UL131 	Cercopithecine herpesvirus 5	130.5	50292	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Cercopithecine betaherpesvirus 5
AAB16871.1	UORF4 	Simian cytomegalovirus	130.3	10364	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Simian cytomegalovirus
YP_004940281.1	envelope protein UL131A 	Saimiriine herpesvirus 4	126.9	1535247	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Saimiriine betaherpesvirus 4
AEQ32265.1	protein UL131A 	Cynomolgus macaque cytomegalovirus strain Ottawa	120.0	944969	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Macacine betaherpesvirus 3
ADE62334.1	UL131A/UL130 fusion protein 	Human herpesvirus 5	101.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AAB16870.1	BHLF6 	Simian cytomegalovirus	98.8	10364	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Simian cytomegalovirus
