ID	NAME	ORGANISM	SCORE	TAXID	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS	SPECIES
AAW21346.1	alpha chemokine 	Human herpesvirus 5	120.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AAW21347.1	alpha chemokine 	Human herpesvirus 5	120.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACD35841.1	alphachemokine UL147 	Human herpesvirus 5	120.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACD35855.1	alphachemokine UL147 	Human herpesvirus 5	120.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ83179.1	chemokine vCXCL2 	Human herpesvirus 5	120.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ83851.1	chemokine vCXCL2 	Human herpesvirus 5	120.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI13856.1	chemokine vCXCL2 	Human herpesvirus 5	120.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AMJ54483.1	chemokine vCXCL2 	Human herpesvirus 5	120.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AAV54124.1	UL147 	Human herpesvirus 5	120.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AAW21349.1	alpha chemokine 	Human herpesvirus 5	120.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AAW21359.1	alpha chemokine 	Human herpesvirus 5	120.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ABA02123.1	UL147 	Human herpesvirus 5	120.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
