ID	NAME	ORGANISM	SCORE	TAXID	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS	SPECIES
AHB20127.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AFR55643.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AMJ52852.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ84392.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI10223.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI19910.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
YP_081607.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACZ79906.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI18738.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACM48108.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACZ80400.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ85238.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHB19462.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AMJ53352.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ83046.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI12056.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI16067.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI16568.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI22919.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ83721.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI20916.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI07873.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACZ80070.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AAS49020.1	US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI23418.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ82206.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACU83777.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI10893.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ABV71513.1	US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI09214.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI17234.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
P09722.2	RecName: Full=Early nuclear protein HWLF1; AltName: Full=Tegument protein US22DAA00238.1 TPA: tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACT81995.1	tegument protein US22 	Human herpesvirus 5	114.7	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
