ID	NAME	ORGANISM	SCORE	TAXID	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS	SPECIES
YP_081592.1	membrane glycoprotein US7 	Human herpesvirus 5	442.0	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI17051.1	membrane glycoprotein US7 	Human herpesvirus 5	441.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI17888.1	membrane glycoprotein US7 	Human herpesvirus 5	441.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI09368.1	membrane glycoprotein US7 	Human herpesvirus 5	441.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ82361.1	membrane glycoprotein US7 	Human herpesvirus 5	441.2	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ83031.1	membrane glycoprotein US7 	Human herpesvirus 5	441.2	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACT81815.1	membrane glycoprotein US7 	Human herpesvirus 5	441.0	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AFR54793.1	membrane glycoprotein US7 	Human herpesvirus 5	441.0	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI26638.1	membrane glycoprotein US7 	Human herpesvirus 5	440.5	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ82023.1	membrane glycoprotein US7 	Human herpesvirus 5	440.5	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI12541.1	membrane glycoprotein US7 	Human herpesvirus 5	440.5	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI24105.1	membrane glycoprotein US7 	Human herpesvirus 5	440.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI13374.1	membrane glycoprotein US7 	Human herpesvirus 5	440.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI12872.1	membrane glycoprotein US7 	Human herpesvirus 5	440.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AIC80227.1	membrane glycoprotein US7 	Human herpesvirus 5	440.2	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AFR56465.1	membrane glycoprotein US7 	Human herpesvirus 5	440.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACS93444.1	membrane glycoprotein US7 	Human herpesvirus 5	440.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI10209.1	membrane glycoprotein US7 	Human herpesvirus 5	440.0	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
P09731.1	RecName: Full=Unique short US7 glycoprotein; AltName: Full=Protein HXLF5; AltName: Full=gpUS7; Flags: PrecursorCAA35274.1 HCMVUS7 	Human herpesvirus 5	440.0	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI16886.1	membrane glycoprotein US7 	Human herpesvirus 5	439.6	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHB20112.1	membrane glycoprotein US7 	Human herpesvirus 5	439.6	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI07859.1	membrane glycoprotein US7 	Human herpesvirus 5	439.6	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AAS49005.1	US7 	Human herpesvirus 5	439.5	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AMJ53504.1	membrane glycoprotein US7 	Human herpesvirus 5	439.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACZ80385.1	membrane glycoprotein US7 	Human herpesvirus 5	439.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AGQ47360.1	membrane glycoprotein US7 	Human herpesvirus 5	439.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHB19447.1	membrane glycoprotein US7 	Human herpesvirus 5	439.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI12375.1	membrane glycoprotein US7 	Human herpesvirus 5	439.2	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACZ80220.1	membrane glycoprotein US7 	Human herpesvirus 5	438.9	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AFR55628.1	membrane glycoprotein US7 	Human herpesvirus 5	438.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI12708.1	membrane glycoprotein US7 	Human herpesvirus 5	438.6	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AFR56298.1	membrane glycoprotein US7 	Human herpesvirus 5	438.6	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI23239.1	membrane glycoprotein US7 	Human herpesvirus 5	438.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ82191.1	membrane glycoprotein US7 	Human herpesvirus 5	438.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI16053.1	membrane glycoprotein US7 	Human herpesvirus 5	438.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI22736.1	membrane glycoprotein US7 	Human herpesvirus 5	438.0	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AMJ54838.1	membrane glycoprotein US7 	Human herpesvirus 5	437.9	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ALN67132.1	membrane glycoprotein US7 	Human herpesvirus 5	437.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACT81980.1	membrane glycoprotein US7 	Human herpesvirus 5	437.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI08360.1	membrane glycoprotein US7 	Human herpesvirus 5	437.6	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
