ID	NAME	ORGANISM	SCORE	TAXID	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS	SPECIES
ACZ80219.1	membrane glycoprotein US6 	Human herpesvirus 5	393.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ82190.1	membrane glycoprotein US6 	Human herpesvirus 5	392.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
P14334.1	RecName: Full=Unique short US6 glycoprotein; AltName: Full=Protein HXLF6; AltName: Full=gpUS6; Flags: PrecursorP60528.1 RecName: Full=Unique short US6 glycoprotein; AltName: Full=HXLF6; AltName: Full=gpUS6; Flags: Precursor 	Human herpesvirus 5 strain Towne	392.1	10360	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ86230.1	membrane glycoprotein US6 	Human herpesvirus 5	391.6	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACS92233.1	membrane glycoprotein US6 	Human herpesvirus 5	391.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AFR54792.1	membrane glycoprotein US6 	Human herpesvirus 5	390.9	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACT81814.1	membrane glycoprotein US6 	Human herpesvirus 5	390.9	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ83705.1	membrane glycoprotein US6 	Human herpesvirus 5	390.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AIC80563.1	membrane glycoprotein US6 	Human herpesvirus 5	390.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI14547.1	membrane glycoprotein US6 	Human herpesvirus 5	390.5	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHB20111.1	membrane glycoprotein US6 	Human herpesvirus 5	390.2	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ84377.1	membrane glycoprotein US6 	Human herpesvirus 5	390.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI08862.1	membrane glycoprotein US6 	Human herpesvirus 5	389.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACS93443.1	membrane glycoprotein US6 	Human herpesvirus 5	388.9	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI23402.1	membrane glycoprotein US6 	Human herpesvirus 5	388.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACZ80054.1	membrane glycoprotein US6 	Human herpesvirus 5	388.5	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
