ID	NAME	ORGANISM	SCORE	TAXID	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS	SPECIES
AHB19964.1	tegument protein US24 	Human herpesvirus 5	116.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI23255.1	tegument protein US24 	Human herpesvirus 5	116.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ADV04478.1	tegument protein US24 	Human herpesvirus 5	116.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AMJ54355.1	tegument protein US24 	Human herpesvirus 5	116.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AGL96750.1	tegument protein US24 	Human herpesvirus 5	116.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AFR55479.1	tegument protein US24 	Human herpesvirus 5	116.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI10895.1	tegument protein US24 	Human herpesvirus 5	116.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI18740.1	tegument protein US24 	Human herpesvirus 5	116.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AMJ53521.1	tegument protein US24 	Human herpesvirus 5	116.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI17068.1	tegument protein US24 	Human herpesvirus 5	116.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
YP_081609.1	tegument protein US24 	Human herpesvirus 5	116.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACS92086.1	tegument protein US24 	Human herpesvirus 5	116.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AIC80581.1	tegument protein US24 	Human herpesvirus 5	116.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ85578.1	tegument protein US24 	Human herpesvirus 5	116.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AFR56148.1	tegument protein US24 	Human herpesvirus 5	116.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI14061.1	tegument protein US24 	Human herpesvirus 5	116.0	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI08880.1	tegument protein US24 	Human herpesvirus 5	116.0	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI17236.1	tegument protein US24 	Human herpesvirus 5	116.0	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ83890.1	tegument protein US24 	Human herpesvirus 5	115.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACZ79908.1	tegument protein US24 	Human herpesvirus 5	115.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AIC80244.1	tegument protein US24 	Human herpesvirus 5	115.0	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ85912.1	tegument protein US24 	Human herpesvirus 5	114.6	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
P09700.3	RecName: Full=Tegument protein US24; AltName: Full=Protein HHLF6DAA00212.1 TPA: tegument protein US24 	Human herpesvirus 5	114.6	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI08711.1	tegument protein US24 	Human herpesvirus 5	114.6	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AFR56482.1	tegument protein US24 	Human herpesvirus 5	114.6	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI22921.1	tegument protein US24 	Human herpesvirus 5	114.6	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI08210.1	tegument protein US24 	Human herpesvirus 5	114.5	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AFR54642.1	tegument protein US24 	Human herpesvirus 5	114.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI16069.1	tegument protein US24 	Human herpesvirus 5	114.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI11726.1	tegument protein US24 	Human herpesvirus 5	113.2	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI15736.1	tegument protein US24 	Human herpesvirus 5	112.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI12889.1	tegument protein US24 	Human herpesvirus 5	112.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACS92251.1	tegument protein US24 	Human herpesvirus 5	112.5	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AFR55645.1	tegument protein US24 	Human herpesvirus 5	111.9	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
CAA35291.1	HCMVUS24 	Human herpesvirus 5	111.9	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHB20129.1	tegument protein US24 	Human herpesvirus 5	111.9	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI24630.1	tegument protein US24 	Human herpesvirus 5	109.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
NP_612797.1	tegument protein US24 	Panine herpesvirus 2	88.2	188763	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Panine betaherpesvirus 2
