ID	NAME	ORGANISM	SCORE	TAXID	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS	SPECIES
AHJ81971.1	DNA packaging tegument protein UL17 	Human herpesvirus 5	114.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI16000.1	DNA packaging tegument protein UL17 	Human herpesvirus 5	114.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AAS48977.1	UL93 	Human herpesvirus 5	114.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ABV71615.1	UL93 	Human herpesvirus 5	114.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACS92017.1	DNA packaging tegument protein UL17 	Human herpesvirus 5	114.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACS92182.1	DNA packaging tegument protein UL17 	Human herpesvirus 5	114.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACS93424.1	DNA packaging tegument protein UL17 	Human herpesvirus 5	114.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACT81763.1	DNA packaging tegument protein UL17 	Human herpesvirus 5	114.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACT81928.1	DNA packaging tegument protein UL17 	Human herpesvirus 5	114.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACU83742.1	DNA packaging tegument protein UL17 	Human herpesvirus 5	114.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACZ79839.1	DNA packaging tegument protein UL17 	Human herpesvirus 5	114.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACZ80003.1	DNA packaging tegument protein UL17 	Human herpesvirus 5	114.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACZ80168.1	DNA packaging tegument protein UL17 	Human herpesvirus 5	114.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ADE88084.1	DNA packaging tegument protein UL17 	Human herpesvirus 5	114.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ADV04409.1	DNA packaging tegument protein UL17 	Human herpesvirus 5	114.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AFR54583.1	DNA packaging tegument protein UL17 	Human herpesvirus 5	114.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
