ID	NAME	ORGANISM	SCORE	TAXID	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS	SPECIES
ABG73076.1	US27 	Human herpesvirus 5	109.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ABV71517.1	US27 	Human herpesvirus 5	109.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ABG73082.1	US27 	Human herpesvirus 5	109.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ82380.1	envelope glycoprotein US27 	Human herpesvirus 5	109.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
P09703.1	RecName: Full=Gprotein coupled receptor homolog US27; AltName: Full=HHRF2CAA28337.1 unnamed protein product 	Human herpesvirus 5	109.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AFR55144.1	envelope glycoprotein US27 	Human herpesvirus 5	109.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACZ79910.1	envelope glycoprotein US27 	Human herpesvirus 5	109.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI19747.1	envelope glycoprotein US27 	Human herpesvirus 5	109.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AMJ53523.1	envelope glycoprotein US27 	Human herpesvirus 5	109.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI16071.1	envelope glycoprotein US27 	Human herpesvirus 5	109.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI25816.1	envelope glycoprotein US27 	Human herpesvirus 5	109.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AAS49024.1	US27 	Human herpesvirus 5	109.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI12393.1	envelope glycoprotein US27 	Human herpesvirus 5	109.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI20417.1	envelope glycoprotein US27 	Human herpesvirus 5	109.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ABG73079.1	US27 	Human herpesvirus 5	109.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHB19634.1	envelope glycoprotein US27 	Human herpesvirus 5	109.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI22923.1	envelope glycoprotein US27 	Human herpesvirus 5	109.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ82547.1	envelope glycoprotein US27 	Human herpesvirus 5	109.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ABG73081.1	US27 	Human herpesvirus 5	109.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI21753.1	envelope glycoprotein US27 	Human herpesvirus 5	109.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ABG73086.1	US27 	Human herpesvirus 5	109.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ83050.1	envelope glycoprotein US27 	Human herpesvirus 5	109.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AIC80583.1	envelope glycoprotein US27 	Human herpesvirus 5	109.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AFR54644.1	envelope glycoprotein US27 	Human herpesvirus 5	109.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI13730.1	envelope glycoprotein US27 	Human herpesvirus 5	109.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI10897.1	envelope glycoprotein US27 	Human herpesvirus 5	108.2	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ABG73083.1	US27 	Human herpesvirus 5	108.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ABG73080.1	US27 	Human herpesvirus 5	108.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AFR56317.1	envelope glycoprotein US27 	Human herpesvirus 5	108.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
YP_081611.1	envelope glycoprotein US27 	Human herpesvirus 5	108.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ABG73078.1	US27 	Human herpesvirus 5	108.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ADE88139.1	envelope glycoprotein US27 	Human herpesvirus 5	108.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHB19966.1	envelope glycoprotein US27 	Human herpesvirus 5	108.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ABG73077.1	US27 	Human herpesvirus 5	108.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI12060.1	envelope glycoprotein US27 	Human herpesvirus 5	108.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI25139.1	envelope glycoprotein US27 	Human herpesvirus 5	108.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI23422.1	envelope glycoprotein US27 	Human herpesvirus 5	108.0	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI18407.1	envelope glycoprotein US27 	Human herpesvirus 5	108.0	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI18240.1	envelope glycoprotein US27 	Human herpesvirus 5	107.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI20082.1	envelope glycoprotein US27 	Human herpesvirus 5	106.9	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AGL96752.1	envelope glycoprotein US27 	Human herpesvirus 5	106.2	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ABG73087.1	US27 	Human herpesvirus 5	106.2	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AIC80415.1	envelope glycoprotein US27 	Human herpesvirus 5	106.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ADV04480.1	envelope glycoprotein US27 	Human herpesvirus 5	106.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI17070.1	envelope glycoprotein US27 	Human herpesvirus 5	105.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHB19466.1	envelope glycoprotein US27 	Human herpesvirus 5	104.6	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AMJ55025.1	envelope glycoprotein US27 	Human herpesvirus 5	101.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
NP_612799.1	envelope glycoprotein US27 	Panine herpesvirus 2	84.3	188763	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Panine betaherpesvirus 2
