ID	NAME	ORGANISM	SCORE	TAXID	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS	SPECIES
AKI13629.1	nuclear egress lamina protein 	Human herpesvirus 5	156.0	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI08781.1	nuclear egress lamina protein 	Human herpesvirus 5	156.0	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHB19700.1	nuclear egress lamina protein 	Human herpesvirus 5	155.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ADV04381.1	nuclear egress lamina protein 	Human herpesvirus 5	155.5	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ82783.1	nuclear egress lamina protein 	Human herpesvirus 5	155.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AAF91249.1	UL53 protein 	Human herpesvirus 5	154.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AAF91255.1	UL53 protein 	Human herpesvirus 5	154.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AAS48958.1	UL53 	Human herpesvirus 5	154.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACZ80140.1	nuclear egress lamina protein 	Human herpesvirus 5	154.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AFR55717.1	nuclear egress lamina protein 	Human herpesvirus 5	154.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AFR56218.1	nuclear egress lamina protein 	Human herpesvirus 5	154.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHB19866.1	nuclear egress lamina protein 	Human herpesvirus 5	154.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI15805.1	nuclear egress lamina protein 	Human herpesvirus 5	154.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI17306.1	nuclear egress lamina protein 	Human herpesvirus 5	154.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI22154.1	nuclear egress lamina protein 	Human herpesvirus 5	154.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI22990.1	nuclear egress lamina protein 	Human herpesvirus 5	154.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
P16794.1	RecName: Full=Nuclear egress protein 1AAA46007.1 HFRF2 	Human herpesvirus 5	154.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
YP_081512.1	nuclear egress lamina protein 	Human herpesvirus 5	154.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI18306.1	nuclear egress lamina protein 	Human herpesvirus 5	154.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ83793.1	nuclear egress lamina protein 	Human herpesvirus 5	153.0	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI19646.1	nuclear egress lamina protein 	Human herpesvirus 5	153.0	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI15304.1	nuclear egress lamina protein 	Human herpesvirus 5	153.0	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AFR54882.1	nuclear egress lamina protein 	Human herpesvirus 5	152.9	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ82617.1	nuclear egress lamina protein 	Human herpesvirus 5	152.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI25380.1	nuclear egress lamina protein 	Human herpesvirus 5	152.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI11464.1	nuclear egress lamina protein 	Human herpesvirus 5	152.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AAF91250.1	UL53 protein 	Human herpesvirus 5	151.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AAF91251.1	UL53 protein 	Human herpesvirus 5	151.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AAF91252.1	UL53 protein 	Human herpesvirus 5	151.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AAF91253.1	UL53 protein 	Human herpesvirus 5	151.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AAF91254.1	UL53 protein 	Human herpesvirus 5	151.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AAF91256.1	UL53 protein 	Human herpesvirus 5	151.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AAF91257.1	UL53 protein 	Human herpesvirus 5	151.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AGL96653.1	nuclear egress lamina protein 	Human herpesvirus 5	151.6	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI23690.1	nuclear egress lamina protein 	Human herpesvirus 5	151.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ82448.1	nuclear egress lamina protein 	Human herpesvirus 5	150.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI13797.1	nuclear egress lamina protein 	Human herpesvirus 5	150.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI17473.1	nuclear egress lamina protein 	Human herpesvirus 5	150.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI14969.1	nuclear egress lamina protein 	Human herpesvirus 5	150.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AMJ54424.1	nuclear egress lamina protein 	Human herpesvirus 5	149.0	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACM48042.1	nuclear egress lamina protein 	Human herpesvirus 5	148.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHV84011.1	nuclear egress lamina protein 	Human herpesvirus 5	147.1	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
prf||2023154B	UL53 protein		146.1	-	NA	NA	NA	NA	NA	NA	NA
AFR56385.1	nuclear egress lamina protein 	Human herpesvirus 5	144.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
