ID	NAME	ORGANISM	SCORE	TAXID	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS	SPECIES
AHJ82160.1	regulatory protein IE2 	Human herpesvirus 5	368.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ADB84817.1	regulatory protein IE2 	Human herpesvirus 5	367.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI11013.1	regulatory protein IE2 	Human herpesvirus 5	367.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ85865.1	regulatory protein IE2 	Human herpesvirus 5	367.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ83170.1	regulatory protein IE2 	Human herpesvirus 5	367.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AMJ52806.1	regulatory protein IE2 	Human herpesvirus 5	367.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ84012.1	regulatory protein IE2 	Human herpesvirus 5	367.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI21205.1	regulatory protein IE2 	Human herpesvirus 5	367.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACZ80189.1	regulatory protein IE2 	Human herpesvirus 5	367.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACS92203.1	regulatory protein IE2 	Human herpesvirus 5	367.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI09839.1	regulatory protein IE2 	Human herpesvirus 5	367.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AFR54763.1	regulatory protein IE2 	Human herpesvirus 5	367.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
