ID	NAME	ORGANISM	SCORE	TAXID	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS	SPECIES
AFR55603.1	envelope glycoprotein UL132 	Human herpesvirus 5	465.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
ACT81955.1	envelope glycoprotein UL132 	Human herpesvirus 5	465.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI10183.1	envelope glycoprotein UL132 	Human herpesvirus 5	465.3	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ84860.1	envelope glycoprotein UL132 	Human herpesvirus 5	464.6	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AIC80539.1	envelope glycoprotein UL132 	Human herpesvirus 5	464.6	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ84522.1	envelope glycoprotein UL132 	Human herpesvirus 5	464.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AHJ86206.1	envelope glycoprotein UL132 	Human herpesvirus 5	464.4	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI11019.1	envelope glycoprotein UL132 	Human herpesvirus 5	463.8	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI22210.1	envelope glycoprotein UL132 	Human herpesvirus 5	463.7	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI09342.1	envelope glycoprotein UL132 	Human herpesvirus 5	463.6	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AFR55437.1	envelope glycoprotein UL132 	Human herpesvirus 5	463.5	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
AKI16362.1	envelope glycoprotein UL132 	Human herpesvirus 5	463.0	10359	NA	NA	NA	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5
